StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,PerformanceCategory,AttendanceBucket,StudyHoursBucket,StressBucket
28,98,1,Unknown,1,Unknown,Male,19,Auditory,Unknown,1,79,79,Unknown,1,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,1,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,84,78,Unknown,2,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,1,Unknown,1,Unknown,Male,21,Kinesthetic,Unknown,1,55,94,Unknown,0,0,High,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,1,Unknown,1,Unknown,Male,21,Auditory,Unknown,0,64,71,Unknown,2,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,21,Kinesthetic,Unknown,1,62,53,Unknown,2,3,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,29,Visual,Unknown,0,61,96,Unknown,2,0,High,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,19,Auditory,Unknown,1,79,79,Unknown,1,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,25,Auditory,Unknown,1,84,78,Unknown,2,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,21,Kinesthetic,Unknown,1,55,94,Unknown,0,0,High,Excellent (>=90%),Intensive (>=20 hrs),Low
28,98,2,Unknown,1,Unknown,Male,21,Auditory,Unknown,0,64,71,Unknown,2,1,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
34,63,2,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,63,60,Unknown,2,2,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
18,76,2,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,68,88,Unknown,2,0,High,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,88,65,Unknown,2,2,Medium,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,1,Unknown,Male,20,Visual,Unknown,1,65,40,Unknown,1,3,Low,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,68,88,Unknown,2,0,High,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,88,65,Unknown,2,2,Medium,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,1,Unknown,Male,20,Visual,Unknown,1,65,40,Unknown,1,3,Low,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,68,88,Unknown,2,0,High,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,2,Unknown,Male,23,Reading/Writing,Unknown,1,88,65,Unknown,2,2,Medium,Good (75–89%),Moderate (10–19 hrs),Low
18,76,2,Unknown,2,Unknown,Male,20,Visual,Unknown,1,65,40,Unknown,1,3,Low,Good (75–89%),Moderate (10–19 hrs),Low
17,61,1,Unknown,2,Unknown,Female,28,Kinesthetic,Unknown,1,62,69,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
17,61,2,Unknown,0,Unknown,Female,28,Kinesthetic,Unknown,1,62,69,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
17,61,1,Unknown,0,Unknown,Female,28,Kinesthetic,Unknown,1,62,69,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
17,61,2,Unknown,1,Unknown,Female,28,Kinesthetic,Unknown,1,62,69,Unknown,2,2,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
29,73,1,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,71,42,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
29,73,0,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,71,42,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
17,96,1,Unknown,1,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,1,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,1,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,0,Unknown,0,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,0,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,0,Unknown,0,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,0,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,1,Unknown,0,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,27,Visual,Unknown,0,100,68,Unknown,1,2,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,55,95,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,25,Visual,Unknown,0,69,70,Unknown,1,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
17,96,2,Unknown,1,Unknown,Male,22,Kinesthetic,Unknown,0,82,44,Unknown,1,3,Low,Excellent (>=90%),Moderate (10–19 hrs),Low
14,84,1,Unknown,1,Unknown,Male,18,Reading/Writing,Unknown,1,84,80,Unknown,1,1,High,Good (75–89%),Moderate (10–19 hrs),Low
14,84,1,Unknown,1,Unknown,Male,18,Reading/Writing,Unknown,1,84,80,Unknown,1,1,High,Good (75–89%),Moderate (10–19 hrs),Low
14,84,2,Unknown,0,Unknown,Male,18,Reading/Writing,Unknown,1,84,80,Unknown,1,1,High,Good (75–89%),Moderate (10–19 hrs),Low
14,84,1,Unknown,1,Unknown,Male,18,Reading/Writing,Unknown,1,84,80,Unknown,1,1,High,Good (75–89%),Moderate (10–19 hrs),Low
14,84,1,Unknown,0,Unknown,Male,18,Reading/Writing,Unknown,1,84,80,Unknown,1,1,High,Good (75–89%),Moderate (10–19 hrs),Low
20,96,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,67,66,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,1,Unknown,1,Unknown,Male,29,Kinesthetic,Unknown,1,64,48,Unknown,0,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,67,66,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,1,Unknown,1,Unknown,Male,29,Kinesthetic,Unknown,1,64,48,Unknown,0,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,2,Unknown,0,Unknown,Male,22,Visual,Unknown,1,67,66,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,2,Unknown,0,Unknown,Male,29,Kinesthetic,Unknown,1,64,48,Unknown,0,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,1,Unknown,1,Unknown,Male,22,Visual,Unknown,1,67,66,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,1,Unknown,1,Unknown,Male,29,Kinesthetic,Unknown,1,64,48,Unknown,0,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,2,Unknown,1,Unknown,Male,22,Visual,Unknown,1,67,66,Unknown,0,2,Medium,Excellent (>=90%),Intensive (>=20 hrs),Low
20,96,2,Unknown,1,Unknown,Male,29,Kinesthetic,Unknown,1,64,48,Unknown,0,3,Low,Excellent (>=90%),Intensive (>=20 hrs),Low
29,76,1,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,0,71,44,Unknown,2,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,76,2,Unknown,0,Unknown,Male,26,Kinesthetic,Unknown,0,71,44,Unknown,2,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,76,0,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,0,71,44,Unknown,2,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,76,2,Unknown,1,Unknown,Male,26,Kinesthetic,Unknown,0,71,44,Unknown,2,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
20,79,0,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,0,Unknown,0,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,0,Unknown,2,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,0,Unknown,2,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,0,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,2,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,2,Unknown,0,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,2,Unknown,0,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,2,Unknown,0,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,23,Reading/Writing,Unknown,1,77,74,Unknown,2,1,Medium,Good (75–89%),Intensive (>=20 hrs),Low
20,79,1,Unknown,1,Unknown,Male,25,Reading/Writing,Unknown,1,90,81,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
24,65,1,Unknown,0,Unknown,Female,23,Visual,Unknown,0,88,95,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
24,65,2,Unknown,1,Unknown,Female,23,Visual,Unknown,0,88,95,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
13,97,2,Unknown,1,Unknown,Female,28,Reading/Writing,Unknown,1,88,99,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,2,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,1,100,73,Unknown,0,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,2,Unknown,1,Unknown,Female,19,Kinesthetic,Unknown,0,56,87,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,2,Unknown,Female,28,Reading/Writing,Unknown,1,88,99,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,2,Unknown,Female,25,Reading/Writing,Unknown,1,100,73,Unknown,0,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,2,Unknown,Female,19,Kinesthetic,Unknown,0,56,87,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,1,Unknown,Female,28,Reading/Writing,Unknown,1,88,99,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,1,100,73,Unknown,0,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,1,Unknown,1,Unknown,Female,19,Kinesthetic,Unknown,0,56,87,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,2,Unknown,0,Unknown,Female,28,Reading/Writing,Unknown,1,88,99,Unknown,0,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,2,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,1,100,73,Unknown,0,1,Medium,Excellent (>=90%),Moderate (10–19 hrs),Low
13,97,2,Unknown,0,Unknown,Female,19,Kinesthetic,Unknown,0,56,87,Unknown,2,0,High,Excellent (>=90%),Moderate (10–19 hrs),Low
21,89,1,Unknown,0,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,0,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,0,Unknown,1,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,0,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,0,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,0,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,0,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,0,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,1,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,2,Unknown,Female,23,Visual,Unknown,0,79,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,2,Unknown,Female,18,Auditory,Unknown,1,51,54,Unknown,0,3,Medium,Good (75–89%),Intensive (>=20 hrs),Low
21,89,1,Unknown,2,Unknown,Female,25,Reading/Writing,Unknown,0,100,90,Unknown,2,0,High,Good (75–89%),Intensive (>=20 hrs),Low
22,61,0,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,2,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,2,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,0,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,1,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,1,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,1,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,0,Unknown,1,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,2,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,0,83,94,Unknown,1,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,2,Unknown,2,Unknown,Male,18,Reading/Writing,Unknown,1,53,79,Unknown,2,1,Medium,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,2,Unknown,2,Unknown,Male,20,Auditory,Unknown,1,78,91,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
22,61,2,Unknown,2,Unknown,Male,28,Kinesthetic,Unknown,1,66,41,Unknown,1,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
35,64,1,Unknown,1,Unknown,Male,20,Auditory,Unknown,0,56,43,Unknown,2,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
35,64,1,Unknown,1,Unknown,Male,19,Reading/Writing,Unknown,0,59,95,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
35,64,0,Unknown,2,Unknown,Male,20,Auditory,Unknown,0,56,43,Unknown,2,3,Low,Moderate (60–74%),Intensive (>=20 hrs),Low
35,64,0,Unknown,2,Unknown,Male,19,Reading/Writing,Unknown,0,59,95,Unknown,2,0,High,Moderate (60–74%),Intensive (>=20 hrs),Low
16,88,1,Unknown,1,Unknown,Male,24,Visual,Unknown,1,99,69,Unknown,2,2,Medium,Good (75–89%),Moderate (10–19 hrs),Low
16,88,2,Unknown,2,Unknown,Male,24,Visual,Unknown,1,99,69,Unknown,2,2,Medium,Good (75–89%),Moderate (10–19 hrs),Low
27,88,1,Unknown,1,Unknown,Male,19,Kinesthetic,Unknown,1,79,56,Unknown,2,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
27,88,1,Unknown,1,Unknown,Male,19,Reading/Writing,Unknown,0,70,44,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
27,88,1,Unknown,0,Unknown,Male,19,Kinesthetic,Unknown,1,79,56,Unknown,2,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
27,88,1,Unknown,0,Unknown,Male,19,Reading/Writing,Unknown,0,70,44,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
27,88,2,Unknown,1,Unknown,Male,19,Kinesthetic,Unknown,1,79,56,Unknown,2,2,Medium,Good (75–89%),Intensive (>=20 hrs),Low
27,88,2,Unknown,1,Unknown,Male,19,Reading/Writing,Unknown,0,70,44,Unknown,1,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,80,2,Unknown,1,Unknown,Female,26,Auditory,Unknown,0,100,44,Unknown,0,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,80,1,Unknown,1,Unknown,Female,26,Auditory,Unknown,0,100,44,Unknown,0,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
29,80,0,Unknown,1,Unknown,Female,26,Auditory,Unknown,0,100,44,Unknown,0,3,Low,Good (75–89%),Intensive (>=20 hrs),Low
23,78,1,Unknown,0,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,2,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,0,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,1,Unknown,2,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,1,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,1,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,2,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
23,78,2,Unknown,1,Unknown,Male,23,Visual,Unknown,0,67,84,Unknown,1,1,High,Good (75–89%),Intensive (>=20 hrs),Low
17,68,1,Unknown,2,Unknown,Male,19,Auditory,Unknown,1,52,74,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
17,68,1,Unknown,2,Unknown,Male,27,Visual,Unknown,1,69,45,Unknown,2,3,Low,Moderate (60–74%),Moderate (10–19 hrs),Low
17,68,2,Unknown,1,Unknown,Male,19,Auditory,Unknown,1,52,74,Unknown,2,1,Medium,Moderate (60–74%),Moderate (10–19 hrs),Low
